chunk_id,pmid,title,year,query_tag,chunk_text,chunk_idx
36780101_c1,36780101,Bone Stress Injuries in Runners Using Carbon Fiber Plate Footwear.,2023,carbon_plate,"of carbon fiber plate footwear into athletics and other endurance sports, strategies may be required to reduce risk of injury due to altered foot and ankle mechanics. This article is intended (1) to raise awareness on possible health concerns around the use of carbon fiber plate footwear, (2) to suggest a slow gradual transition from habitual to carbon fiber plate footwear, and (3) to foster medical research related to carbon fiber plate technology and injuries.",1
34576379_c0,34576379,Effect of the Construction of Carbon Fiber Plate Insert to Midsole on Running Performance.,2021,carbon_plate,"In this paper, to investigate the independent effect of the construction of the forefoot carbon-fiber plate inserted to the midsole on running biomechanics and finite element simulation, fifteen male marathon runners were arranged to run across a runway with embedded force plates at two specific running speeds (fast-speed: 4.81 ± 0.32 m/s, slow-speed: 3.97 ± 0.19 m/s) with two different experimental shoes (a segmented forefoot plate construction (SFC), and a full forefoot plate construction (FFC)), simulating the different pressure distributions, energy return, and stiffness during bending in the forefoot region between the SFC and FFC inserted to midsole. Kinetics and joint mechanics were analyzed. The results showed that the footwear with SFC significantly increased the peak metatarsophalangeal joint (MTPJ) plantarflexion velocity and positive work at the knee joint compared to the footwear with FFC. The results about finite element simulation showed a reduced maximum pressure on the midsole; meanwhile, not",0
34576379_c1,34576379,Effect of the Construction of Carbon Fiber Plate Insert to Midsole on Running Performance.,2021,carbon_plate,"velocity and positive work at the knee joint compared to the footwear with FFC. The results about finite element simulation showed a reduced maximum pressure on the midsole; meanwhile, not significantly affected was the longitudinal bending stiffness and energy return with the SFC compared to the FFC. The results can be used for the design of marathon running shoes, because changing the full carbon fiber plate to segment carbon fiber plate induced some biomechanical transformation but did not significantly affect the running performance, what is more, reducing the peak pressure of the carbon plate to the midsole by cutting the forefoot area of the carbon fiber plate could be beneficial from a long-distance running perspective for manufacturers.",1
33051532_c0,33051532,Adding carbon fiber to shoe soles may not improve running economy: a muscle-level explanation.,2020,carbon_plate,"In an attempt to improve their distance-running performance, many athletes race with carbon fiber plates embedded in their shoe soles. Accordingly, we sought to establish whether, and if so how, adding carbon fiber plates to shoes soles reduces athlete aerobic energy expenditure during running (improves running economy). We tested 15 athletes as they ran at 3.5 m/s in four footwear conditions that varied in shoe sole bending stiffness, modified by carbon fiber plates. For each condition, we quantified athlete aerobic energy expenditure and performed biomechanical analyses, which included the use of ultrasonography to examine soleus muscle dynamics in vivo. Overall, increased footwear bending stiffness lengthened ground contact time (p = 0.048), but did not affect ankle (p ≥ 0.060), knee (p ≥ 0.128), or hip (p ≥ 0.076) joint angles or moments. Additionally, increased footwear bending stiffness did not affect muscle activity (all seven measured leg muscles (p ≥ 0.146)),",0
33051532_c1,33051532,Adding carbon fiber to shoe soles may not improve running economy: a muscle-level explanation.,2020,carbon_plate,"(p ≥ 0.128), or hip (p ≥ 0.076) joint angles or moments. Additionally, increased footwear bending stiffness did not affect muscle activity (all seven measured leg muscles (p ≥ 0.146)), soleus active muscle volume (p = 0.538; d = 0.241), or aerobic power (p = 0.458; d = 0.04) during running. Hence, footwear bending stiffness does not appear to alter the volume of aerobic energy consuming muscle in the soleus, or any other leg muscle, during running. Therefore, adding carbon fiber plates to shoe soles slightly alters whole-body and calf muscle biomechanics but may not improve running economy.",1
38851842_c0,38851842,Curved carbon-plated shoe may further reduce forefoot loads compared to flat plate during running.,2024,carbon_plate,"Using a curved carbon-fiber plate (CFP) in running shoes may offer notable performance benefit over flat plates, yet there is a lack of research exploring the influence of CFP geometry on internal foot loading during running. The objective of this study was to investigate the effects of CFP mechanical characteristics on forefoot biomechanics in terms of plantar pressure, bone stress distribution, and contact force transmission during a simulated impact peak moment in forefoot strike running. We employed a finite element model of the foot-shoe system, wherein various CFP configurations, including three stiffnesses (stiff, stiffer, and stiffest) and two shapes (flat plate (FCFP) and curved plate (CCFP)), were integrated into the shoe sole. Comparing the shoes with no CFP (NCFP) to those with CFP, we consistently observed a reduction in peak forefoot plantar pressure with increasing CFP stiffness. This decrease in pressure was even more notable in a CCFP demonstrating a",0
38851842_c1,38851842,Curved carbon-plated shoe may further reduce forefoot loads compared to flat plate during running.,2024,carbon_plate,"those with CFP, we consistently observed a reduction in peak forefoot plantar pressure with increasing CFP stiffness. This decrease in pressure was even more notable in a CCFP demonstrating a further reduction in peak pressure ranging from 5.51 to 12.62%, compared to FCFP models. Both FCFP and CCFP designs had a negligible impact on reducing the maximum stress experienced by the 2nd and 3rd metatarsals. However, they greatly influenced the stress distribution in other metatarsal bones. These CFP designs seem to optimize the load transfer pathway, enabling a more uniform force transmission by mainly reducing contact force on the medial columns (the first three rays, measuring 0.333 times body weight for FCFP and 0.335 for CCFP in stiffest condition, compared to 0.373 in NCFP). We concluded that employing a curved CFP in running shoes could be more beneficial from an injury prevention perspective by inducing less peak pressure under the",1
38851842_c2,38851842,Curved carbon-plated shoe may further reduce forefoot loads compared to flat plate during running.,2024,carbon_plate,to 0.373 in NCFP). We concluded that employing a curved CFP in running shoes could be more beneficial from an injury prevention perspective by inducing less peak pressure under the metatarsal heads while not worsening their stress state compared to flat plates.,2
35395621_c0,35395621,Leg stiffness during running in highly cushioned shoes with a carbon-fiber plate and traditional shoes.,2022,carbon_plate,"Nike ZoomX Vaporfly (NVF) improves running economy and performance. The biomechanical mechanisms of these shoes are not fully understood, although thicker midsoles and carbon fiber plates are considered to play an important role in the spring-like leg characteristics during running. Leg stiffness (k",0
37443458_c0,37443458,Influence of Running Shoe Longitudinal Bending Stiffness on Running Economy and Performance in Trained and National Level Runners.,2023,carbon_plate,Previous results about shoe longitudinal bending stiffness (LBS) and running economy (RE) show high variability. This study aimed to assess the effects of shoes with increased LBS on RE and performance in trained and national runners.,0
41487954_c0,41487954,Effects of carbon-fiber plate design on foot stress injury risk: a finite element analysis.,2025,carbon_plate,"Carbon-fiber plate (CFP) running shoes may alter ankle and foot biomechanical loading patterns, thereby potentially increasing the risk of foot stress injuries. However, there still a lack of systematic quantitative analysis of how multiple key design parameters (determining CFP performance) influence foot biomechanical responses. This study aimed to clarify how composite CFP influence the mechanical response of the foot and ankle, with the goal of reducing overuse injuries and providing biomechanical guidance for the structural design of CFP running shoes.",0
41079263_c0,41079263,Influence of Carbon-fiber Shoes on Outdoor Running Biomechanics as Assessed with Wearable Sensors.,2025,carbon_plate,"Carbon-fiber shoes feature a stiff yet lightweight curved carbon-fiber plate embedded in the sole and a resilient midsole foam. These shoes create spring-like rebounding effect that has proven to decrease energy consumption and enhance athletic performance. To date, most biomechanics research on carbon-fiber shoes has been laboratory-based. The purpose of our study was to compare running biomechanics in competitive runners wearing carbon-fiber shoes or traditional shoes using wearable sensors on an outdoor composite track. Ten elite runners (9F, 1M) who consistently ran over 30 miles per week and owned a pair of carbon-fiber shoes participated. The experiment consisted of three 40-meter run trials in carbon-fiber shoes and three trials in traditional running shoes. The self-selected speed was held constant between the two conditions. Two Inertial Measurement Units (IMUs) were strapped on subject's right foot and tibia to measure biomechanical parameters including tibial acceleration, eversion velocity, stance time, stride frequency, sagittal",0
41079263_c1,41079263,Influence of Carbon-fiber Shoes on Outdoor Running Biomechanics as Assessed with Wearable Sensors.,2025,carbon_plate,"the two conditions. Two Inertial Measurement Units (IMUs) were strapped on subject's right foot and tibia to measure biomechanical parameters including tibial acceleration, eversion velocity, stance time, stride frequency, sagittal plane angular velocity of the foot at toe-off, and sagittal plane angular acceleration of the foot during propulsion. A paired sample",1
34740871_c0,34740871,"Metabolic cost of level, uphill, and downhill running in highly cushioned shoes with carbon-fiber plates.",2022,carbon_plate,"Compared to conventional racing shoes, Nike Vaporfly 4% running shoes reduce the metabolic cost of level treadmill running by 4%. The reduction is attributed to their lightweight, highly compliant, and resilient midsole foam and a midsole-embedded curved carbon-fiber plate. We investigated whether these shoes also could reduce the metabolic cost of moderate uphill (+3°) and downhill (-3°) grades. We tested the null hypothesis that, compared to conventional racing shoes, highly cushioned shoes with carbon-fiber plates would impart the same ∼4% metabolic power (W/kg) savings during uphill and downhill running as they do during level running.",0
35250342_c0,35250342,"Energetics and Biomechanics of Uphill, Downhill and Level Running in Highly-Cushioned Carbon Fiber Midsole Plated Shoes.",2022,carbon_plate,"Road-racing shoes recently experienced major changes. In the recent past, lightweight, thin midsole shoes were thought to help runners maximize their performance. But, in 2017, Nike released the Vaporfly shoe which transformed the thinking about racing shoe design. Incorporating a curved carbon fiber plate embedded in a thick, compliant and resilient midsole resulted in a reduced metabolic cost across a range of running speeds. We hypothesized the new style of shoes would be less effective uphill than downhill due to the larger ground reaction forces and hence greater elastic energy storage in the shoe during downhill running. Eighteen runners completed two days of testing, each comprising two trials of two shoe models (Saucony Endorphin Pro (EP) and Type A) and three grade conditions (uphill, level and downhill), i.e. 12 trials per day. Oxygen uptake, ground reaction forces, and lower-body kinematics were captured during each condition. Comparisons of the percent metabolic",0
35250342_c1,35250342,"Energetics and Biomechanics of Uphill, Downhill and Level Running in Highly-Cushioned Carbon Fiber Midsole Plated Shoes.",2022,carbon_plate,"three grade conditions (uphill, level and downhill), i.e. 12 trials per day. Oxygen uptake, ground reaction forces, and lower-body kinematics were captured during each condition. Comparisons of the percent metabolic benefit were made between shoes for each grade. Stride rate, ground time, peak vertical force, and flight time were regressed with the percent metabolic benefit of the EP over the Type A shoe across grades. Metabolic benefits of the Endorphin Pro were similar across the three grade conditions (p = 0.778). No significant correlations were observed between how much benefit one runner got over another specific to grade. The new style of road-racing shoes effectively decreases metabolic cost equally across grades. Differences in running mechanics between runners did not explain greater individual metabolic benefits between shoe conditions during uphill or downhill running.",1
35250342_c2,35250342,"Energetics and Biomechanics of Uphill, Downhill and Level Running in Highly-Cushioned Carbon Fiber Midsole Plated Shoes.",2022,carbon_plate,greater individual metabolic benefits between shoe conditions during uphill or downhill running.,2
40008032_c0,40008032,The effects of different carbon-fiber plate shapes in shoes on lower limb biomechanics following running-induced fatigue.,2025,carbon_plate,"Different shapes of carbon-fiber plates (CFPs) are likely to affect lower limb biomechanics, particularly under conditions of running-induced fatigue, and potentially impact runners' performance and risk of injury. However, no studies have yet elucidated the precise effects of CFP shapes on the lower limb biomechanical characteristics subsequent to running-induced fatigue. The purpose of this study was to investigate the effects of different CFP shapes in running shoes on the lower limb biomechanics of runners following running-induced fatigue. 12 male runners (aged 21.8 ± 1.3 years, mass 59.1 ± 4.1 kg, height 168.9 ± 2.2 cm, weekly running distance 68.8 ± 5.5 km/week) were recruited for this study. Two-way repeated measures ANOVA was used to compare kinematic and kinetic data, while SPM (Statistical Parametric Mapping) was used to assess the activation levels of lower limb muscles. Compared to wearing flat CFP shoes (""Flat""), wearing curved CFP shoes (""Curve"") resulted in a",0
40008032_c1,40008032,The effects of different carbon-fiber plate shapes in shoes on lower limb biomechanics following running-induced fatigue.,2025,carbon_plate,"SPM (Statistical Parametric Mapping) was used to assess the activation levels of lower limb muscles. Compared to wearing flat CFP shoes (""Flat""), wearing curved CFP shoes (""Curve"") resulted in a significant reduction in the hip (p = 0.034) and knee contact angle (p < 0.000), as well as a significant decrease in the hip flexion moment (p = 0.008). The activation level of the tibialis anterior (TA) was significantly higher when wearing ""Curve"" in pre-fatigue compared to ""Flat"", whereas the opposite was observed post-fatigue. The curved CFP altered the bending angle of the forefoot, thereby significantly reducing the joint angles and joint moments of the hip and knee.",1
42293993_c0,42293993,Carbon plates in running shoes biomechanics: a systematic review and meta-analysis.,2026,carbon_plate,"Carbon-plated running shoes (CPS) combine compliant foams with embedded carbon-fiber plates to increase longitudinal bending stiffness and potentially improve running economy. However, whether CPS systematically alter running biomechanics compared with non-carbon-plated shoes (NCPS) remains unclear.",0
35162340_c0,35162340,The Impact of Grounding in Running Shoes on Indices of Performance in Elite Competitive Athletes.,2022,carbon_plate,"The introduction of carbon fiber plate shoes has triggered a plethora of world records in running, which has encouraged shoe industries to produce novel shoe designs to enhance running performance, including shoes containing conductor elements or ""grounding shoes"" (GS), which could potentially reduce the energy cost of running. The aim of this study was to examine the physiological and perceptual responses of athletes subjected to grounding shoes during running. Ten elite runners were recruited. Firstly, the athletes performed an incremental running test for VO",0
34280602_c0,34280602,Longitudinal bending stiffness does not affect running economy in Nike Vaporfly Shoes.,2022,carbon_plate,This study aimed to determine the independent effect of the curved carbon-fiber plate in the Nike Vaporfly 4% shoe on running economy and running biomechanics.,0
38923087_c0,38923087,Relationship Between Advanced Footwear Technology Longitudinal Bending Stiffness and Energy Cost of Running.,2024,carbon_plate,"Shoe longitudinal bending stiffness (LBS) is often considered to influence running economy (RE) and thus, running performance. However, previous results are mixed and LBS levels have not been studied in advanced footwear technology (AFT). The purpose of this study was to evaluate the effects of increased LBS from curved carbon fiber plates embedded within an AFT midsole compared to a traditional running shoe on RE and spatiotemporal parameters.",0
32132824_c0,32132824,Systematic Review of the Role of Footwear Constructions in Running Biomechanics: Implications for Running-Related Injury and Performance.,2020,heel_drop,"Although the role of shoe constructions on running injury and performance has been widely investigated, systematic reviews on the shoe construction effects on running biomechanics were rarely reported. Therefore, this review focuses on the relevant research studies examining the biomechanical effect of running shoe constructions on reducing running-related injury and optimising performance. Searches of five databases and Footwear Science from January 1994 to September 2018 for related biomechanical studies which investigated running footwear constructions yielded a total of 1260 articles. After duplications were removed and exclusion criteria applied to the titles, abstracts and full text, 63 studies remained and categorised into following constructions: (a) shoe lace, (b) midsole, (c) heel flare, (d) heel-toe drop, (e) minimalist shoes, (f) Masai Barefoot Technologies, (g) heel cup, (h) upper, and (i) bending stiffness. Some running shoe constructions positively affect athletic performance-related and injury-related variables: 1) increasing the stiffness of running shoes at the",0
